5.090178e-02	 8.582038e-01	 5.674451e-01	 8.276843e-01
6.284423e-01	 5.428695e-01	 1.436527e-01	 8.634939e-01
3.044607e-01	 2.122222e-01	 3.121736e-01	 3.249064e-01
4.698341e-01	 8.757195e-01	 3.779653e-01	 1.902308e-01
5.101589e-01	 2.516810e-01	 9.401766e-01	 4.694606e-02
6.656570e-01	 8.037322e-01	 7.119405e-02	 2.060302e-01
8.696861e-01	 1.300131e-01	 5.476549e-01	 8.875984e-01
2.947635e-01	 4.858856e-01	 6.265319e-01	 7.428978e-01
3.588017e-01	 5.310783e-01	 5.327508e-01	 9.697377e-01
4.340290e-01	 9.989968e-01	 5.375924e-01	 1.838486e-02
3.400720e-01	 8.367745e-01	 2.735566e-01	 7.300508e-03
9.606086e-01	 8.953369e-01	 5.874735e-01	 8.795768e-01
1.671802e-01	 3.630460e-01	 8.221189e-01	 2.640529e-01
4.582720e-01	 2.720561e-01	 5.863188e-01	 6.574927e-01
2.722084e-01	 3.803933e-01	 7.635469e-01	 7.167644e-01
5.898217e-01	 4.916463e-01	 8.299468e-01	 7.041506e-01
5.246677e-01	 5.330995e-01	 8.742129e-01	 8.246322e-01
2.659012e-01	 3.307400e-01	 5.944345e-01	 2.534818e-01
3.289192e-01	 4.747854e-01	 2.146183e-02	 2.234902e-01
5.890337e-01	 8.030776e-01	 8.164461e-01	 7.175681e-01
1.993318e-01	 4.694113e-01	 2.274584e-01	 9.536414e-01
1.756299e-01	 3.276894e-01	 1.680259e-01	 7.414293e-01
5.301161e-01	 2.911647e-01	 3.773169e-01	 2.063459e-01
9.434946e-01	 2.018902e-01	 3.130562e-01	 2.088822e-01
8.205891e-01	 2.552779e-01	 2.774717e-01	 3.507185e-01
6.110723e-01	 6.552510e-01	 8.742669e-01	 7.968881e-01
8.779372e-02	 5.106742e-02	 9.538907e-01	 6.088122e-01
8.638983e-01	 3.717209e-01	 5.704535e-01	 6.547868e-01
1.728378e-01	 1.401429e-01	 4.955321e-01	 5.165968e-01
5.590594e-01	 8.025761e-01	 6.246572e-01	 3.150821e-02
2.909325e-01	 2.342202e-01	 1.653626e-01	 8.376086e-01
7.419947e-01	 5.923849e-01	 7.411531e-01	 2.164366e-01
2.183150e-01	 8.923189e-01	 1.847629e-01	 5.262336e-01
2.333482e-01	 6.931833e-01	 8.152923e-01	 7.494705e-02
2.748854e-01	 1.041660e-01	 2.781340e-02	 3.928341e-01
5.818791e-01	 2.267700e-01	 3.625040e-02	 1.282600e-01
8.516087e-02	 6.034329e-01	 5.573137e-01	 1.251252e-01
9.847043e-01	 8.924526e-01	 8.968411e-01	 6.438497e-01
5.578024e-01	 7.408232e-01	 7.892069e-01	 1.186538e-01
9.648182e-01	 4.085166e-01	 4.401108e-01	 8.263070e-01
1.124972e-01	 2.409850e-01	 4.935563e-01	 3.427643e-01
7.670264e-01	 2.534775e-01	 4.848755e-01	 2.982166e-01
1.863906e-01	 1.551960e-02	 2.428102e-01	 7.544646e-01
7.497990e-01	 4.945290e-01	 1.537180e-01	 3.280874e-01
2.664571e-01	 9.249481e-01	 8.127049e-01	 8.637360e-03
2.429713e-01	 7.421350e-01	 3.679780e-01	 9.096049e-01
6.698410e-01	 8.622484e-01	 7.170754e-01	 7.855835e-01
8.799296e-01	 1.591547e-01	 4.000565e-01	 4.664186e-01
8.073923e-01	 9.961112e-01	 5.332684e-01	 3.671899e-02
4.203029e-01	 2.368507e-01	 5.030636e-01	 6.994799e-01
5.151665e-01	 9.809596e-01	 6.887600e-01	 9.488480e-01
1.204546e-01	 5.285616e-01	 4.527986e-02	 8.438804e-01
1.328939e-01	 9.237993e-01	 3.607170e-01	 5.996878e-01
9.428897e-02	 6.609359e-01	 1.267385e-01	 1.040227e-01
6.726760e-01	 4.896930e-01	 2.576502e-01	 6.362973e-01
3.691767e-03	 2.390975e-01	 2.803323e-01	 5.606360e-01
8.203098e-02	 5.994725e-01	 8.013283e-01	 6.480791e-01
6.914318e-01	 8.747938e-02	 9.984956e-01	 1.602400e-01
2.193027e-01	 7.001099e-01	 6.470543e-01	 6.675434e-01
9.533676e-01	 8.466964e-01	 8.455911e-01	 1.252725e-01
4.130938e-01	 2.005651e-02	 7.406428e-01	 6.024387e-01
8.749585e-01	 1.304191e-01	 7.926551e-01	 6.864397e-01
7.961072e-01	 7.449672e-02	 4.640240e-01	 8.807826e-02
5.091202e-02	 3.496518e-01	 4.330315e-01	 7.711368e-01
7.312647e-02	 5.577774e-01	 6.468140e-01	 2.323796e-01
8.428057e-01	 3.645544e-01	 6.197870e-01	 7.795063e-01
2.988359e-01	 4.018401e-01	 7.046944e-01	 9.739151e-01
7.831072e-01	 9.063635e-01	 6.704000e-01	 5.777645e-02
1.664760e-01	 3.387155e-01	 2.121158e-01	 5.038442e-01
4.508134e-01	 2.567093e-01	 5.452269e-01	 9.163155e-01
9.027489e-01	 7.515714e-01	 6.016620e-01	 6.213628e-01
9.868179e-01	 8.874038e-01	 5.359065e-01	 9.462396e-01
7.630571e-01	 2.320415e-01	 7.456227e-01	 4.126588e-01
7.313945e-01	 8.241300e-01	 9.492119e-01	 1.955415e-01
3.972994e-01	 9.174196e-01	 8.683020e-01	 1.223772e-01
5.362163e-01	 2.997933e-01	 3.729677e-01	 4.698431e-01
8.341551e-01	 5.542201e-01	 3.666330e-01	 3.872806e-01
9.836726e-02	 2.091156e-01	 8.360646e-01	 7.775178e-01
